income,age,hh_size,employed,assets,loan_amount,credit_score,subsidy,urban,region,default
105511.0620081978,45,4,1,155315.00930699255,24424.570558538828,650.3631777358962,0,1,south,0
66374.04348649555,32,1,0,90896.63892841422,34138.97082463449,481.8686804713695,0,0,east,1
57218.78405901252,65,3,1,65556.91539606122,29530.072107595253,550.728370761927,1,0,south,0
68694.98122607225,21,2,0,47001.64342973465,46435.84881519798,335.6899442895358,0,1,west,0
74718.76028731288,40,4,1,96595.08819596836,40875.57630002547,409.8816458798925,0,0,east,0
92548.48986415911,43,1,1,53475.63426306114,10663.28015162168,828.802188982852,0,0,west,0
70331.10716248828,51,2,1,58578.933788618444,10216.275479080741,685.7779310592581,1,1,north,0
64581.61316143217,38,1,1,62248.899967677105,10685.324626965357,692.353329620348,0,1,west,1
56564.881856986634,24,2,1,63241.316278213155,13591.65449078458,640.5424282070429,0,0,north,0
73536.8706661103,66,4,1,68836.64629519163,7663.539638175749,797.2590657866352,0,0,south,0
37170.6948849693,44,2,1,69890.1206445892,24142.03479294775,489.5040224937815,0,0,east,0
39257.54442787835,53,4,1,53480.33366290282,31329.791068492472,528.3691583274812,0,0,south,1
62874.070884580295,67,3,1,134750.2331144542,18813.4237482687,607.7988400766543,0,1,west,0
64146.607247424065,53,1,1,71562.28379477936,32580.442860180843,466.4180967377399,0,1,north,0
52789.9975974471,36,3,1,76308.87148523214,29757.973163758594,464.29046918206086,0,0,north,0
70059.4096303244,62,3,1,129066.46408794985,5740.857727422939,733.3119071378361,1,1,north,0
88914.39420204592,60,4,1,141157.6601132549,25169.91730872247,655.8680016621674,0,0,south,0
67012.80870839613,46,3,1,72388.36914382385,40636.72206255639,449.2271839224432,0,1,east,0
21636.259975213303,24,1,0,48716.800698994375,18882.452017598942,522.6987004333362,0,0,south,1
92041.83736433304,61,3,1,199864.7068216912,46762.34027682101,374.1256432193601,0,0,south,0
13543.574941301798,44,2,1,26994.174307289224,43510.467209929084,300.0,0,1,east,0
37850.11955063198,40,1,1,89918.76645882093,30072.824832943406,506.96466606460734,1,1,east,0
48342.97113957926,45,1,1,86920.63983653186,35736.70416991034,493.9917143707702,0,1,north,0
23095.32737613222,52,2,1,56371.03258053095,9293.691087985655,616.8723174749505,0,1,south,0
50168.08627349668,35,3,1,109083.38680938694,38371.587502835995,377.54519925086845,1,1,north,1
55794.68792577403,27,1,1,136783.0451386661,42471.76586719941,433.8866000153853,0,0,west,1
83821.8188472558,46,1,0,151615.31113636022,38513.98824297441,547.82681534364,0,1,south,1
60362.75233765255,31,1,1,51825.32066560793,12133.020076790257,703.7440725971508,0,1,west,1
64120.91076316451,34,1,1,99504.14227531044,18465.48613453662,638.830840281909,0,1,north,0
52779.326133840805,28,2,1,35125.07143456264,35101.80955510764,453.779679840739,0,1,north,1
59075.64346979461,39,2,1,38617.30487388,42248.95683361151,329.07108667492355,0,1,west,0
50670.888443414595,33,2,1,34518.701716952506,8428.149573788685,691.1712021872288,1,0,west,0
84852.11846747642,63,5,1,51685.79152028352,48944.69579135004,334.06991766903826,0,1,south,1
60555.13638365197,41,5,1,58851.00383667733,44561.61136504912,345.84498169335495,0,0,east,0
54439.103197482385,59,1,1,128553.49334509393,21842.013880023813,614.7722786930591,0,1,west,0
38236.21997977671,65,4,1,91338.31063748687,42769.250651441136,448.36662897913,0,1,south,1
63749.220967732464,52,4,1,108994.61045141642,30734.920957423612,526.1638190509349,0,1,east,0
68524.09306447898,42,5,1,80509.43141834284,19459.07519270165,587.7695291881114,0,1,west,0
10831.4705827972,58,5,0,24542.009911072135,31427.244000773822,381.2067677879175,0,1,west,1
86034.51593246352,51,5,1,204920.3496705531,26003.384861065526,613.0622886088637,0,0,south,0
60412.50079309982,42,4,0,113222.12405049155,37692.402562709656,495.9867228569576,1,1,east,1
33309.521538531204,62,3,1,60767.541079962146,43786.68447655732,300.0,0,1,west,1
33090.129097390025,54,4,1,29167.992030437068,11058.464313024757,537.5475074330047,0,0,east,0
59460.67902480432,47,3,1,75971.15282558778,32092.186192599114,528.488544631509,0,0,east,0
51220.47111118398,45,5,1,117810.8921945788,17705.865966306665,653.9496134901314,0,1,north,0
40811.009349280735,53,4,1,100629.24969976564,12088.561391528656,569.5295691761188,1,1,south,0
65374.7975109677,60,3,1,66106.09228410706,45187.559468156,300.0,1,0,west,1
48410.10333961937,69,4,1,94272.20263146829,20723.25516852129,507.901223485871,0,0,south,0
61397.55461445119,35,1,1,97048.01111207764,16549.024302288806,677.3147161068283,0,0,west,0
35765.62236465902,23,2,0,82335.81443217644,8231.297643879492,621.308129769547,0,1,north,0
61344.59625191098,58,1,1,48681.72708012345,15848.343328922116,718.5365908774359,0,0,east,0
22045.284758569636,46,5,0,17649.85099083271,20044.267316524936,587.3591180865784,0,0,north,0
67693.78655205797,32,5,1,39570.00566645779,16826.099018432527,602.7999801720267,0,0,north,0
69138.90880966926,25,5,1,124959.18916085787,22546.999801026483,618.8620404124487,0,0,west,0
60734.38211346812,26,1,1,142549.44033236595,32933.20004226461,478.8317026280015,0,1,east,0
51451.32343404963,61,1,1,124004.72876369682,19898.03598590754,607.3512542645906,1,1,west,0
93913.32178941902,48,4,0,51800.44223789186,22974.12685707586,680.2450107964238,0,0,north,0
62126.93342793582,25,3,1,116273.76481868442,46984.43311226139,338.9510661851984,0,0,west,0
90673.18289840504,61,5,1,226037.89454555555,18153.386048826902,740.4177084492314,0,1,north,0
57884.00672828293,55,5,1,69296.9973521749,12209.16737616678,712.1434862904952,0,1,east,0
19064.49046443231,58,1,1,17632.847534185912,24151.21238795091,412.4783991401281,0,0,south,0
58512.21702597058,43,3,1,123286.4752131778,27544.888741701965,546.4215785069389,0,1,south,1
85277.51317722703,64,2,1,77385.2184260973,31852.6740975187,560.5959328239089,0,1,south,1
60326.3465161128,44,4,1,145887.32533139558,27098.6368313796,609.8165278529145,1,0,north,0
101561.92364390037,44,4,1,115751.71304458522,39233.07984253898,531.7567124888355,0,1,south,1
59265.05470653245,29,4,1,51966.01312165959,5792.798335478877,753.3068507709036,0,1,west,1
94673.03538044506,65,1,0,200182.39290519952,38281.72890687952,524.3780931199574,1,0,east,1
65197.14225798546,27,4,1,152800.4344151174,39779.649588411645,415.3983596242888,0,0,east,0
48447.638080427314,51,2,1,38630.42778024473,30004.446896837362,380.9725639676403,0,1,east,0
29785.2582285415,58,2,1,24785.87373374923,26767.542983493357,401.51221460690255,0,1,north,0
93285.36783399816,34,4,1,128172.87589516457,44789.19409639448,500.54193293196016,0,1,east,0
50877.641795982294,54,5,1,52116.36079606558,45547.92367622591,374.9523897935615,0,1,south,1
62489.22540813027,57,1,1,135865.651007601,17182.773484133308,703.299938820505,0,1,north,0
56353.081084647434,55,2,1,105962.14489290175,18901.263444148608,643.2226205734007,0,1,south,0
57302.59537027585,51,1,1,62863.69576648977,33191.7779017732,515.5990316195961,1,1,north,0
62491.016089399454,38,1,0,69374.2875556648,39108.444141212436,406.52110103855665,0,0,east,0
44536.64139411866,60,3,1,97632.5924375206,43162.23761865303,353.9575185759208,1,1,south,0
53430.91074078293,64,5,1,116325.57897486712,43261.28118174823,400.7221770400848,1,1,east,0
66134.70050885758,46,4,0,63003.876224650085,37956.64129126245,421.5032929411359,0,0,south,0
58383.3728496458,66,3,1,30825.42976278572,28619.428818225366,553.945530570223,0,1,west,0
56982.714221536895,25,4,1,114840.21222389152,47348.58962836439,347.25940868296544,0,1,north,1
72752.08718319818,68,5,1,64029.13644342809,9015.063232841278,641.1486391443136,0,1,east,0
81944.216998869,28,2,1,150233.82997593068,48613.532502646056,398.50977628095404,0,0,south,1
83100.31555844727,27,3,1,43620.45412067505,24852.834983162476,609.6416391305936,0,1,north,0
33054.67310889902,24,5,1,30339.955767013736,7313.107499198833,577.2483847050075,0,1,east,1
30603.800580362287,42,4,1,68357.0985770221,41864.47750868304,300.0,0,0,north,0
56705.03694266449,44,4,1,50272.48469189366,39410.05876331345,354.3390979656478,0,0,north,0
17843.115318711956,41,4,1,38497.83234761904,36896.45544216386,339.9206365767694,0,1,east,1
51741.76612632349,39,1,1,28920.31478503186,29519.300595514098,570.5873318009401,0,1,east,0
40081.32015473723,35,5,0,93732.20734974749,26305.028004293436,465.0201774605954,0,1,north,0
33021.929417086816,63,1,1,48955.18549846089,34341.74861472974,334.62498543709967,0,0,east,0
59879.95551015693,69,2,1,145391.09049527484,24260.91996289788,565.6232102213833,0,1,south,0
54700.40005884101,32,2,1,28253.130125014257,7963.043036936491,703.7907047996199,0,1,east,0
46786.88026977831,63,5,1,71515.0021020083,49341.054905263234,300.0,0,1,west,0
64742.98346989408,52,4,1,46127.41852106348,46807.785178595484,395.3245610603885,1,1,east,1
37322.248028975766,34,1,1,50253.3432559287,14458.91557574524,579.903981927916,0,1,south,0
57695.04172719419,68,3,1,58608.36249336476,41926.544130478185,382.2796502507109,0,1,north,0
36127.482632402054,44,1,1,72911.8908104349,19525.3701357513,594.9577791250838,0,1,south,0
23735.81865329051,65,4,1,45158.921663335736,20490.05195756299,490.6148983437926,0,0,east,1
45582.07019702851,56,3,1,89855.93604528582,5861.9319249120745,746.9840831094268,0,1,north,0
50162.8143391459,42,5,0,67180.22670657506,40356.74819685812,315.3399416835094,0,0,east,0
71910.34868412444,32,3,1,168663.22174941323,8721.120148284634,742.3619127406016,0,1,south,0
78778.72388606888,59,4,1,136044.54424335161,47940.276810733456,344.8791900678953,0,1,west,0
53935.02901692717,39,1,1,84707.34457069176,43104.59449543398,406.9494565058381,1,0,east,1
30581.062007326585,26,2,1,42917.268038841015,34474.37913140778,313.14516101303354,0,1,south,1
65148.933050351676,57,1,0,40179.145786418274,14231.493062225381,692.4892591368068,1,1,south,0
47880.305820513146,32,5,0,35415.164742792214,48928.56789742008,300.0,0,1,east,0
68679.87868431251,26,4,1,146708.13131924055,20538.97900087054,687.5190138274901,0,0,west,0
35384.91645422812,30,5,1,25996.076464071426,47313.389133563825,300.0,0,1,south,1
35289.08976951842,54,3,0,51981.02854793896,29619.620869806044,449.8855654897437,0,1,east,0
41507.570987527935,31,5,1,52320.864139327205,46007.207571664614,351.0332786960033,0,0,east,1
67363.16816943786,21,1,1,44009.567260198375,21362.898097199068,597.9133451196154,0,0,east,0
75908.44335283914,45,3,1,152131.55159279227,20127.68637646977,727.6654782037556,0,1,east,0
50682.72883107241,28,1,0,106100.14868899084,46769.78043686122,347.8144059778222,0,0,east,0
53551.13475275156,44,4,0,116082.26526138539,25191.081277025376,541.2915794628767,1,1,north,1
81503.32928098485,24,4,1,41715.65245568963,23898.002788992675,539.8951770160614,0,1,south,1
65761.933807522,24,4,1,38229.12384073674,39201.030783321716,433.5581653794213,0,0,south,0
51485.723587618224,30,4,1,109865.91994342081,31861.615341083485,454.52458785598844,0,1,west,1
47126.16749360392,69,3,1,60952.78409346962,44460.48187624394,310.4722397498036,0,1,north,1
33056.25677470513,65,2,1,79811.47738046017,27838.449102725146,473.3096150417234,1,0,south,1
34466.79073721378,48,3,1,26880.525780506374,17272.33693738025,512.6583330788155,0,1,south,1
39793.93398816885,64,1,1,83237.79911937099,15144.44755973668,621.7063619351701,0,0,north,0
40625.35587395128,21,2,1,41129.877013270874,9977.287775857905,705.0135828561624,0,0,south,0
36657.92104734894,63,5,1,78841.85856837442,45125.46492149054,328.46208498338115,0,1,north,0
76306.15783821764,42,2,1,44418.689973125496,39063.370309274775,504.20555237891494,0,1,north,0
24349.844063672717,67,2,1,54291.48398290506,18166.53560719284,533.5483688122553,0,1,west,1
108556.89875555813,36,4,1,59022.64965346812,26147.841192148866,681.295675714739,0,0,east,0
56647.06923615103,59,3,0,139056.64363064533,46224.13635053481,315.5004179289805,0,1,north,1
44554.2757471898,65,2,1,44033.322684115534,28973.760141084196,566.4050820064009,0,1,west,0
66735.11593607083,45,1,1,37273.80223959393,22107.15093360239,577.9950247633109,0,0,north,0
46019.49597696365,23,4,0,104441.76436130758,44396.34474667953,421.6109730453559,0,1,east,0
19153.09445127251,52,2,1,19624.787586125116,26684.26695159947,458.2111115624617,0,0,east,1
57561.91658544199,47,1,1,119927.91022960418,45278.8846207326,397.43383531594617,0,1,south,0
121067.6641089847,66,5,1,135118.500944018,15882.283608359488,815.3274660863863,0,0,south,0
67854.54180469712,55,5,1,79967.68525919488,15119.65885541448,717.0318921783426,1,1,west,0
62218.20595972681,55,3,1,32915.04830228839,41896.561497485585,379.166897780783,0,1,west,0
82875.81046591142,21,3,1,78251.33380479782,9982.542856662556,700.175204612364,0,1,east,0
71524.83463313375,43,5,1,40237.57378216778,5504.344665981265,798.9643190676661,0,1,east,0
52134.1787477068,67,3,1,58203.68157596099,34366.096191146426,441.19032098198653,0,1,west,1
34579.119428338934,59,2,0,69664.36029635233,24386.492502858608,566.7489165286726,0,1,east,1
25511.566655205883,55,3,1,38868.315892207705,39845.82360881276,300.0,0,1,south,1
60239.18616168497,61,3,1,97172.87824918322,36989.7968953905,370.02270427431324,1,1,north,0
48194.48981734226,29,3,1,46561.344546373424,17437.640043248233,610.4590123297518,0,0,north,0
53034.31348847193,22,1,1,99473.91120890368,39849.97843714939,443.6913663752457,0,1,west,0
52679.7225698219,67,5,1,41397.49448592551,12810.918898733984,659.9534818972686,0,1,east,0
51122.82253228768,25,5,1,81585.57935497763,12873.080329720713,605.5323163539398,0,0,east,0
81851.80072448752,24,4,1,74094.55158440802,49489.46002289858,306.4160883659811,0,1,south,0
82415.02440112463,31,3,1,80844.3754975684,49591.8372767705,363.6404630094552,1,1,south,0
72389.1341540454,35,3,0,58527.35851519469,40507.6551823721,434.3037589317512,1,0,east,1
40169.17595358481,58,3,1,50021.63922042781,24524.302469741357,583.4681108594174,0,1,east,0
48894.82324783533,64,4,1,52890.87888599434,11971.32899119666,724.0691113207735,0,0,east,0
51585.677073123414,52,3,1,101763.51443171423,30082.102835669055,484.50300441070766,1,0,west,1
44046.537257845455,39,5,1,100676.0247155212,6627.294735587983,789.723129527577,0,0,east,0
53518.87813974388,26,3,1,108599.98974160374,43772.20104878188,353.3419550612203,0,1,west,0
90601.30763237714,59,4,1,63936.804856225135,6696.599898363899,723.5199162466888,0,0,south,0
36365.380034184986,21,3,1,37577.47716907925,10203.780093435811,675.9538861226415,1,1,south,0
90016.63860139213,24,5,1,179156.65163905578,18030.772676708915,744.5159054696961,0,0,north,0
50061.37188882033,65,2,1,120258.44092966942,33948.99854997521,434.99078790925637,0,1,west,0
56263.80578067535,68,2,1,57210.80751668081,22527.91597920571,615.4788689471446,0,1,west,0
88669.16653061271,22,3,1,44921.63614790139,26019.235707775144,641.4516584122406,1,0,east,0
34973.713238518336,54,5,0,26803.06302685764,14775.588504873467,573.5684733759717,0,1,east,1
58479.471181025925,69,2,1,135538.89745839956,31598.752844143284,553.8542069931148,0,1,north,1
58050.15467220751,60,4,1,33267.33310044745,8692.23506683149,752.455885354817,0,0,west,0
63129.768895906585,63,1,1,62312.09246364735,28112.627160120315,560.5477307611205,1,0,east,1
113979.92281473728,36,3,1,171317.3933991075,27523.874605302142,727.3091206162538,0,1,north,0
35366.83640918916,35,4,1,42849.361039737196,21395.26709115729,518.9614973925931,0,0,south,0
96810.1285933835,46,5,1,237423.22523847647,41782.09579442728,603.1767887584069,0,0,east,1
72737.08141727246,45,2,1,155983.73399133203,35839.52936923275,565.1169227738583,0,1,east,1
53220.23489119654,63,2,1,77999.17899617009,10803.556415780316,684.0660750251567,0,1,north,0
28912.50078964165,40,4,1,16905.94215404037,23400.64158071939,460.53843871652634,0,1,east,0
99895.36893666934,30,4,1,239956.14984818944,36023.74368792432,583.7007927192946,0,0,south,1
92409.05210665095,25,2,1,120558.91849935608,32302.364792198197,604.8734938930318,1,1,south,0
47400.682632558,25,1,1,84941.06205531741,47392.03674110848,340.995387116097,0,1,west,0
13918.454952763997,67,2,0,32301.750698947297,12000.579017211638,502.7455448379786,0,0,east,0
41473.42385051168,43,4,1,91309.02712932549,28972.56465109766,545.9384371340374,0,1,west,0
57659.36236964179,32,5,1,72884.66866702301,20873.851312014587,623.691704121532,1,0,south,0
73101.2227618927,68,3,1,71149.54688358224,8046.685817798438,807.5520767680342,0,1,south,0
62394.492986791054,45,1,1,41296.602440877454,45136.66017953818,300.0,0,1,east,1
5000.0,55,1,1,10947.138041022701,23236.04244191501,452.561057475657,0,1,east,0
55186.37637235655,39,3,1,100023.12355207471,45261.717982830196,367.06233483030604,0,1,east,0
84620.18034068252,33,4,1,112430.53354362136,11526.657201069524,673.5263118933066,0,0,east,0
85415.12992646494,50,3,1,167835.32370930223,8267.171447157047,803.1832899261512,1,1,north,0
44884.175258833195,61,5,0,72835.99941675879,14381.543232839053,519.6520176270311,0,0,north,1
53194.11640362522,30,2,1,87325.08335242856,18027.860032717086,524.6559715578854,1,1,north,0
76151.73365229636,44,3,1,51280.53411546633,11533.428450237436,672.3306611027715,0,0,west,0
54477.42975893667,56,5,1,30450.617309388323,5069.970996977306,719.2439684289346,0,1,west,0
34076.66002891153,47,2,1,82481.96544357575,13485.400570709324,621.9902782442413,0,1,south,0
69328.44432004703,46,3,1,110210.85299981067,17658.382603619662,637.6787053531175,0,0,south,0
61573.183715386614,50,3,1,113457.72599675696,32750.028598921373,477.2983008617967,0,0,east,1
91468.15216211694,24,5,1,142563.19181489837,8956.192228146492,759.542911273455,0,0,south,0
61050.957217930714,54,1,1,87786.37936662298,43787.71532799159,342.2514846210359,0,1,north,1
59616.13579231058,49,5,1,36190.54573861083,30489.674994348446,506.37811037619207,0,1,west,0
66627.97319358299,61,1,0,115891.77130206286,48491.90850301723,300.0,0,0,north,0
16959.09812248419,34,5,0,12368.880938883754,45897.57416643825,300.0,0,0,east,0
60021.14367796396,35,5,1,35360.037876727896,10402.975890252936,659.2627358800847,1,1,east,0
72649.66911714246,38,5,1,52653.91355291637,40330.62599814536,421.0274058225626,0,1,east,0
66584.87410414215,34,5,1,78812.02438826534,34204.34309054288,493.19549185215067,0,0,west,1
76172.77433509892,58,5,1,163776.52300146926,17234.304446614842,691.9051670642671,0,1,south,0
68809.10414415652,49,4,1,136330.40562562432,5419.936465675567,823.2302735580839,1,1,north,0
35181.53673836608,53,5,1,27262.33774272984,19424.814211974583,494.97599499383097,1,0,west,0
62644.138965647064,30,2,1,32155.2486486751,43483.217753576835,370.3522217340183,0,1,east,1
81830.27851039295,62,5,0,174921.3134057771,42058.133583020266,423.43472975312363,0,1,east,1
47652.09483530993,36,5,1,68081.86388873626,16830.502451914494,622.8379221120675,0,1,east,0
51967.09213280793,44,2,1,77379.90975675936,29350.623395796454,500.1080460151404,0,0,east,1
61998.11298407566,37,5,0,137075.549889575,38539.62036787268,401.1193615794377,0,1,south,1
62535.177632685074,65,5,1,77176.34891138585,7740.370221512771,676.4334477567861,1,1,north,0
82969.4101443541,23,1,1,52187.528131991545,24841.629278730317,530.647473128078,0,1,east,0
36759.4773447434,50,2,1,81690.04956056272,13015.285529982842,677.4771507061362,0,0,north,0
45969.94516355176,23,5,0,102330.44070131116,43226.75835621599,373.8019535291371,0,1,north,1
65424.00127753313,25,1,1,137389.0597089112,27016.784266703336,609.8778049196652,0,1,south,0
46910.550305140096,39,2,1,73986.27454309995,47321.143904686105,300.0,0,1,north,0
120333.49133254524,64,2,0,240115.2607667343,10632.294051758903,850.0,0,0,south,0
89612.98342888532,58,5,1,77386.80271204401,36511.752577282474,379.6158738143654,0,0,south,1
52716.0103781677,52,5,1,121215.48487700374,16646.263793794005,702.3813848345328,1,1,east,0
63701.26672227798,40,3,1,93341.26288260086,29457.52191061139,482.03054955395453,1,1,east,0
73934.00303314487,22,4,1,38490.24268710664,12209.87209858347,727.0825116005823,0,1,south,0
75560.12591481401,44,4,1,63010.1580724032,26349.39617232619,555.3859274518488,0,1,west,0
41538.610808742436,67,4,1,35827.233525658194,39977.5002229906,329.7185712849134,0,1,east,1
51739.00815144884,43,3,1,47635.37429820391,20161.765350347196,513.4123620329102,0,1,south,0
26519.702907500905,51,2,1,25257.852429628136,38825.026066922626,441.2960012289267,0,1,south,1
64662.74868649806,44,3,1,100870.16287961412,31379.017367008775,485.5889645668339,1,1,east,0
57340.74479703729,40,1,1,56197.6740677835,27252.50786959302,472.1602995047136,1,1,west,0
51361.61183451404,50,3,1,60185.935275218406,39124.03675797081,382.07482965766644,0,1,west,1
41740.35348401636,45,5,1,72119.69019316984,46239.753479845225,300.0,0,0,west,1
31088.301685143884,54,2,1,50312.056239803846,29073.22558495407,474.186254005292,0,0,west,1
68009.60424650976,35,4,0,89812.07575950441,41294.75372365856,462.01753120656355,0,1,west,0
64494.44051855864,49,3,1,111559.91167788712,45459.616225878985,418.4221733128697,0,1,west,0
23093.63298801783,30,4,1,50080.06695487603,33425.10544364464,459.92787353815146,0,0,north,1
51398.13576918143,35,2,1,95853.95850096834,11127.924385380622,684.2180733144555,0,1,west,0
39057.52274579841,49,4,1,64432.6454125062,33866.53211501172,498.07620585365595,0,0,north,1
55822.95654252861,22,3,1,88415.6063880894,42291.17997527293,349.56992735380595,1,1,north,1
80413.81672279097,65,5,1,114220.65325093435,25612.990704104115,554.0197333698571,0,1,north,0
73741.51170091332,58,5,1,177660.33385922262,17020.38476007158,714.3589383157216,0,1,north,0
40718.380187285766,42,2,1,42406.963972583326,33269.393247173444,444.74494351584474,1,1,north,0
71369.7278082941,61,2,1,51589.71868774769,40527.86496574061,451.4534676755193,0,1,south,1
67073.89759981465,32,4,1,72104.62573338856,36223.10624222417,390.40190855862767,0,0,east,1
60632.66656319494,45,1,1,105751.18772849414,42264.62660211845,357.2750269049903,0,0,east,0
79708.60412717138,53,1,0,146599.791987523,9482.445776727087,705.001998674735,1,1,west,0
48045.57666976153,27,3,1,66539.74875572037,38456.00006069752,300.0,0,0,north,0
67090.29664261812,65,5,1,60067.762354559716,29436.233768400925,496.928372003631,1,0,west,0
69420.533552295,62,2,1,44983.24652228874,18305.609005249506,590.4964453110985,1,1,east,1
53903.84397966504,34,2,1,35184.54872545732,7535.239477489778,788.7837708633463,1,1,north,0
91264.50982371662,51,3,1,99974.94114260285,23604.75676691648,559.7699109673677,0,1,east,0
89934.0285415937,61,4,1,101058.07772749283,11136.5705292315,818.9918924641837,1,1,east,0
82931.68055624083,66,4,1,137888.6834661541,38121.3755610083,507.6292148271921,0,1,north,1
36551.63245368429,52,3,1,54623.268702957954,10489.039291717749,737.2413084525791,0,1,north,0
67624.3752553725,62,2,1,166372.58889915145,49505.34593759548,372.60919709160464,0,1,south,0
29516.058219273757,29,4,1,54309.545546510526,36554.64287005465,484.2561743115698,0,0,south,0
37209.59683991564,25,2,1,55113.74369001784,7091.4434681369075,730.4707337403511,1,0,south,0
72439.16982502377,28,5,1,149379.551581162,14667.675310968521,691.9332808257601,0,0,south,0
94285.28649389553,23,4,1,172461.30790433343,19665.219433398477,801.4154471546451,0,1,east,0
18722.52865140308,61,2,1,46380.71236161959,15733.272882762018,553.3806681508486,0,1,north,1
42981.57568124186,40,5,1,26010.030163811713,35815.58466201134,373.1886590456261,0,1,east,0
70550.48409606183,34,3,0,60850.32297506632,19984.16601565118,599.5624584270396,0,0,east,0
54022.710782223825,21,1,1,100868.22007581827,21243.185366165526,595.8278625819278,0,1,south,1
37837.21799098493,43,5,0,68518.52621224732,38107.048502273734,362.0009828340378,0,1,east,0
70547.61040293472,62,1,1,126000.52747067047,30776.98020084838,549.3975031702294,0,1,south,0
46930.90120207574,32,5,1,60555.344313901056,34782.51719927386,430.5075014396218,0,0,east,0
101723.72507678036,53,1,1,229987.81016072424,46629.48796005664,487.2041999777544,0,0,north,0
57102.292520126706,66,2,1,43121.49723879106,48560.16887825525,300.0,0,0,west,0
66849.13435049805,31,3,1,166954.19552640384,16581.542266674573,628.336981635373,0,1,north,0
81755.94382305781,28,2,1,81174.2764188936,25609.96045889226,605.6842213118304,0,1,west,0
52254.08927494873,29,5,1,111529.93108430725,26577.788299098385,557.3959575788984,0,1,south,0
75043.21346002555,23,2,1,65219.3556612377,23265.1215085877,627.0424917779487,0,0,north,0
69570.64477703857,24,5,1,165366.4517104857,14851.347089888068,613.3182297923869,0,1,south,0
64190.518516384924,40,2,1,138670.53505697532,23411.59143286303,727.4679191422598,0,1,west,0
7347.162021579265,47,2,1,6783.820172745637,5183.5588093591,663.5062784232608,0,0,north,0
55982.37112748229,55,3,1,84530.64017033168,12249.666904924092,717.7340021526862,0,1,north,0
50470.531182486564,32,5,1,77182.63790088975,10836.998168714541,766.4764432103964,0,1,north,0
43979.97301317231,40,5,1,48686.906840708136,39192.19631573171,357.0565638181422,0,0,south,0
83089.32177965634,33,2,1,115298.81157111013,31099.22307241591,610.7698476879084,0,0,west,0
36314.600019923775,47,3,1,87389.52043466084,11907.842934167402,727.8246945069526,0,0,west,0
39738.272767012575,34,4,0,68589.97357435345,47161.70291616064,300.0,0,1,west,1
72899.89312088923,35,4,1,136747.21728006174,30668.795162805593,576.3108085964277,1,1,north,1
29418.839106673724,27,3,1,59430.939013901305,17512.945789381152,582.4076558694425,0,1,west,1
49093.5277882496,21,2,1,82228.51095905076,30053.514232238947,513.8185669046119,1,1,east,0
69580.01719475817,22,3,1,64934.491023878145,43355.48888326236,381.225605482371,0,0,north,0
99165.12336261367,50,3,1,126395.37985555058,48716.946799841746,300.0,1,0,west,1
73885.6720588226,43,1,1,105373.74250706733,27404.210203694594,524.8281588447454,0,1,north,1
68368.59705158001,66,1,1,66934.33669971528,8277.980707298986,850.0,1,0,east,0
61113.23919920136,21,4,1,108760.44049358617,10903.144812038054,716.8851305871619,0,0,east,0
57657.77454699275,49,1,1,71738.17826019695,10055.679543365406,695.4665281481733,0,1,north,1
78908.32424814532,54,5,1,54338.6663326074,26515.894371345665,543.8795793992057,0,0,east,0
26116.394629377384,49,1,0,60961.28125445916,47470.1055325858,300.0,0,1,north,0
43980.17951492782,38,3,1,92137.76634340045,17131.832226437902,644.2923648264705,1,1,west,0
53541.71170726838,58,5,1,33728.96077549263,16488.788946335637,595.9244563108317,0,0,east,1
88825.82288712241,30,5,1,118597.23194781045,39532.13216229932,512.3644798052431,0,0,east,0
80150.5931918192,46,3,1,181399.33407401052,24265.436998406036,715.0949529245318,0,0,east,0
55316.04760068554,40,4,1,76715.11487549593,27942.643498632577,524.7211619535123,0,1,east,0
64510.7729779033,56,5,1,70764.30598745489,5411.167464547773,655.0623029298542,0,0,south,0
44321.49668090931,60,3,1,33926.78421851494,37732.768371910744,388.6911936764771,0,1,north,1
73514.01536213895,30,3,1,117109.63967485068,41789.275829740465,488.32054775780506,0,1,south,1
66529.32055459572,37,1,1,75440.00246708565,45072.66399676122,341.2935591694906,0,1,south,1
93518.2564427038,68,2,1,144200.67025244798,21474.67767874259,749.9631315233856,1,0,west,0
44904.93229742066,36,5,1,45188.244805534996,32638.08740753987,383.3321193023033,0,1,east,0
77447.37541794551,67,4,1,114541.6572851773,15483.888561939373,724.6688748250573,0,0,south,0
71588.00376184467,31,1,1,94857.24494056497,28288.48231871254,639.4397009874526,0,0,east,0
55227.111769456824,68,3,1,121286.34024258642,11855.035434425325,681.0440229459902,0,1,west,0
66241.91975531391,28,1,1,63724.71698025575,22877.316967294093,543.1507730475706,0,1,north,1
76833.8463048549,36,5,1,57000.87246820238,32910.26502424911,554.5255037148622,0,1,south,0
34216.79806801153,57,5,1,46876.65132740414,31217.881836494937,387.64792821606875,0,1,east,1
52421.326191359156,63,5,0,76374.86355902975,27616.012288965652,589.5348467734634,1,1,north,1
83999.15867750943,52,4,1,45228.77319878106,42198.546911627884,439.1605540395552,0,0,east,1
55705.69477805898,57,3,1,114881.80356994164,25258.7909085818,526.1047704627425,0,0,east,1
86623.4079165195,63,2,1,73857.63726803767,48640.09665750264,330.16635011221075,0,0,east,1
43572.54040687428,31,5,1,79285.93498826119,39153.33631017704,418.16863476638883,0,1,south,1
